claim,language,label,source,evidence,topic
Bacteria are single-celled prokaryotic organisms,en,True,science,Bacteria lack a membrane-bound nucleus and are found in nearly every habitat,science
Alexander Fleming discovered penicillin in 1928,en,True,science,Fleming observed a Penicillium mould killing bacteria on his petri dish,science
Marie Curie discovered polonium and radium,en,True,science,Curie was the first person to win Nobel Prizes in two sciences: Physics and Chemistry,science
Charles Darwin proposed the theory of evolution by natural selection,en,True,science,Darwin published On the Origin of Species in 1859,science
Isaac Newton formulated the laws of motion and universal gravitation,en,True,science,Newton published his Principia Mathematica in 1687,science
Blood type is determined by antigens on red blood cells,en,True,science,"The ABO blood group system classifies blood into types A, B, AB, and O",science
"The human nervous system consists of the brain, spinal cord, and nerves",en,True,science,The nervous system transmits electrical signals throughout the body,science
Earth's atmosphere is primarily composed of nitrogen,en,True,science,Nitrogen makes up about 78 percent of Earth's atmosphere,science
Oxygen makes up about 21 percent of Earth's atmosphere,en,True,science,Earth's atmosphere is roughly 78% nitrogen and 21% oxygen,science
The Earth has a molten iron outer core,en,True,science,Earth's outer core is liquid iron and nickel surrounding a solid inner core,science
Tectonic plates move at about 2 to 10 centimetres per year,en,True,science,Tectonic plate movement causes earthquakes and volcanic eruptions,science
Earthquakes are caused by tectonic plate movement,en,True,science,Most earthquakes occur along fault lines where tectonic plates meet,science
Volcanoes form where magma reaches Earth's surface,en,True,science,"Volcanic eruptions release lava, ash, and gases from Earth's interior",science
Tsunamis are caused by underwater earthquakes or volcanic eruptions,en,True,science,Tsunamis are large ocean waves triggered by seafloor displacement,science
Hurricanes form over warm ocean waters,en,True,science,Hurricanes need ocean surface temperatures of at least 26°C to form and sustain,science
Tornadoes are rapidly rotating columns of air,en,True,science,Tornadoes form from powerful thunderstorms called supercells,science
The greenhouse effect is caused by gases trapping heat in Earth's atmosphere,en,True,science,"CO2, methane, and water vapour are the main greenhouse gases",science
Climate change is primarily caused by human greenhouse gas emissions,en,True,science,Burning fossil fuels has raised atmospheric CO2 from 280 to over 420 ppm since industrialisation,science
Global average temperatures have risen about 1.1 degrees Celsius since pre-industrial times,en,True,science,The IPCC reports approximately 1.1°C of warming attributable to human activities,science
The ozone layer is found in the stratosphere,en,True,science,The ozone layer sits about 15 to 35 km above Earth's surface,science
Fossil fuels are formed from the remains of ancient organisms,en,True,science,"Coal, oil, and natural gas are fossil fuels formed over millions of years",science
"Renewable energy sources include solar, wind, and hydroelectric power",en,True,science,Renewable energy comes from naturally replenishing sources,science
Deforestation releases stored carbon contributing to climate change,en,True,science,Forests store large amounts of carbon released when trees are cut or burned,science
The Amazon rainforest is sometimes called the lungs of the planet,en,True,science,The Amazon produces vast amounts of oxygen and absorbs CO2,science
Acid rain is caused by SO2 and NOx emissions reacting with atmospheric water,en,True,science,"Acid rain can damage forests, lakes, and stone buildings",science
"The water cycle involves evaporation, condensation, and precipitation",en,True,science,The hydrological cycle continuously moves water through Earth's systems,science
"Soil is composed of minerals, organic matter, water, and air",en,True,science,Healthy topsoil takes hundreds of years to form and supports plant growth,science
Biodiversity refers to the variety of life on Earth,en,True,science,"Biodiversity includes diversity of species, genes, and ecosystems",science
Tropical rainforests have the highest biodiversity on Earth,en,True,science,Rainforests cover about 6% of land but hold more than half of all species,science
Coral reefs support about 25 percent of all marine species,en,True,science,Coral reefs are among the most biodiverse marine ecosystems on Earth,science
Polar ice caps store about 70 percent of Earth's fresh water,en,True,science,The Antarctic ice sheet contains about 26.5 million cubic kilometres of ice,science
The food chain describes the flow of energy through an ecosystem,en,True,science,Only about 10 percent of energy is transferred from one trophic level to the next,science
Decomposers break down dead organic matter recycling nutrients,en,True,science,Fungi and bacteria are the primary decomposers in most ecosystems,science
The Moon orbits Earth approximately every 27.3 days,en,True,science,The Moon completes one sidereal orbit of Earth every 27.3 days,science
The Sun is the closest star to Earth,en,True,science,The Sun is approximately 150 million km from Earth,science
The Sun is a medium-sized star classified as a yellow dwarf,en,True,science,The Sun is a G-type main-sequence star with a surface temperature of about 5500°C,science
Light from the Sun takes about 8 minutes to reach Earth,en,True,science,"At 150 million km distance, sunlight takes approximately 8.3 minutes to reach Earth",science
The universe is estimated to be about 13.8 billion years old,en,True,science,This age is determined from measurements of the cosmic microwave background radiation,science
The Big Bang theory describes the origin of the universe,en,True,science,The Big Bang occurred approximately 13.8 billion years ago,science
The Milky Way is a barred spiral galaxy,en,True,science,The Milky Way has a central bar and spiral arms containing hundreds of billions of stars,science
A black hole's gravity prevents even light from escaping,en,True,science,The escape velocity of a black hole exceeds the speed of light,science
The first human Moon landing was in 1969,en,True,science,Apollo 11 landed on the Moon on July 20 1969 with Neil Armstrong and Buzz Aldrin,science
The International Space Station orbits Earth at about 400 km altitude,en,True,science,The ISS travels at about 28000 km/h completing around 16 orbits per day,science
The Hubble Space Telescope was launched in 1990,en,True,science,The Hubble orbits Earth at about 547 km providing clear images of distant objects,science
Mars is called the Red Planet because of iron oxide on its surface,en,True,science,Mars appears red because its soil is rich in iron oxide or rust,science
Jupiter is the largest planet in the solar system,en,True,science,Jupiter is more massive than all other planets in the solar system combined,science
Saturn is famous for its prominent ring system,en,True,science,Saturn's rings are composed of ice and rock spanning hundreds of thousands of kilometres,science
The solar system formed about 4.6 billion years ago,en,True,science,The solar system condensed from a collapsing cloud of gas and dust called a nebula,science
The nearest star system to Earth is Alpha Centauri,en,True,science,Alpha Centauri is about 4.37 light-years from Earth,science
A light-year is the distance light travels in one year,en,True,science,One light-year is approximately 9.46 trillion kilometres,science
A lunar eclipse occurs when Earth's shadow falls on the Moon,en,True,science,Lunar eclipses happen only at full moon when Earth is between the Sun and Moon,science
A solar eclipse occurs when the Moon's shadow falls on Earth,en,True,science,Solar eclipses happen when the Moon passes directly between the Sun and Earth,science
Tides are caused mainly by the Moon's gravitational pull,en,True,science,The Moon's gravity creates tidal bulges on opposite sides of Earth,science
The aurora borealis is caused by charged solar particles hitting Earth's atmosphere,en,True,science,Aurora displays occur near the poles where Earth's magnetic field funnels solar particles,science
An asteroid is a small rocky body orbiting the Sun,en,True,science,Most asteroids are found in the asteroid belt between Mars and Jupiter,science
A comet is a small icy body that releases gas when near the Sun,en,True,science,Comets develop a coma and tail of gas and dust as they approach the Sun,science
Electrons have a negative electric charge,en,True,science,Electrons carry a charge of approximately -1.6×10⁻¹⁹ coulombs,science
Protons have a positive electric charge,en,True,science,Protons in the atomic nucleus carry a charge equal and opposite to electrons,science
Neutrons have no electric charge,en,True,science,Neutrons are neutral particles found in the atomic nucleus,science
Quarks are the fundamental constituents of protons and neutrons,en,True,science,Protons and neutrons are each made up of three quarks,science
Photons are particles of light with no mass,en,True,science,Photons carry the electromagnetic force and travel at the speed of light,science
The Richter scale measures the magnitude of earthquakes,en,True,science,The Richter scale was developed by Charles Richter in 1935,science
The human eye can distinguish approximately 10 million colours,en,True,science,The human eye has about 6 million cone cells responsible for colour vision,science
The Nile is the longest river in the world,en,True,encyclopaedia,The Nile stretches approximately 6650 km through northeastern Africa,geography
The Amazon is the largest river by water discharge,en,True,encyclopaedia,The Amazon discharges about 20 percent of all fresh water entering the world's oceans,geography
Mount Everest is the highest mountain in the world,en,True,encyclopaedia,Mount Everest stands at 8848.86 metres above sea level in the Himalayas,geography
The Pacific Ocean is the largest ocean in the world,en,True,encyclopaedia,The Pacific Ocean covers more than 165 million square kilometres,geography
The Sahara is the largest hot desert in the world,en,True,encyclopaedia,The Sahara spans about 9.2 million square kilometres across North Africa,geography
Russia is the largest country in the world by area,en,True,encyclopaedia,Russia covers approximately 17 million square kilometres,geography
Canada is the second largest country in the world by area,en,True,encyclopaedia,Canada covers approximately 10 million square kilometres,geography
Vatican City is the smallest country in the world,en,True,encyclopaedia,Vatican City covers only 0.44 square kilometres,geography
The Caspian Sea is the largest lake in the world,en,True,encyclopaedia,The Caspian Sea covers about 371000 square kilometres,geography
Lake Baikal is the world's deepest lake,en,True,encyclopaedia,Lake Baikal reaches a depth of 1642 metres in Siberia,geography
The Dead Sea is the lowest point on Earth's land surface,en,True,encyclopaedia,The Dead Sea's surface is about 430 metres below sea level,geography
The Mariana Trench is the deepest point in the ocean,en,True,encyclopaedia,The Mariana Trench reaches a depth of about 11000 metres in the Pacific Ocean,geography
Asia is the largest continent by area,en,True,encyclopaedia,Asia covers approximately 44.58 million square kilometres,geography
Africa is the second largest continent by area,en,True,encyclopaedia,Africa covers approximately 30.37 million square kilometres,geography
Australia is the world's largest island continent,en,True,encyclopaedia,Australia is considered both a country and the world's smallest continent,geography
Greenland is the world's largest island,en,True,encyclopaedia,Greenland covers about 2.166 million square kilometres,geography
The Andes is the longest mountain range in the world,en,True,encyclopaedia,The Andes extends about 7000 km along South America's western coast,geography
The Himalayas contain the world's highest peaks,en,True,encyclopaedia,The Himalayas span five countries and contain all fourteen 8000-metre peaks,geography
The Great Barrier Reef is the world's largest coral reef system,en,True,encyclopaedia,The Great Barrier Reef stretches over 2300 kilometres off northeastern Australia,geography
The Amazon rainforest is the world's largest tropical rainforest,en,True,encyclopaedia,The Amazon rainforest covers approximately 5.5 million square kilometres,geography
The Suez Canal connects the Mediterranean Sea to the Red Sea,en,True,encyclopaedia,The Suez Canal was opened in 1869 and is 193 km long,geography
The Panama Canal connects the Atlantic and Pacific Oceans,en,True,encyclopaedia,The Panama Canal was opened in 1914 through the Isthmus of Panama,geography
Mount Kilimanjaro is the highest peak in Africa,en,True,encyclopaedia,Kilimanjaro stands at 5895 metres in Tanzania,geography
The Volga is the longest river in Europe,en,True,encyclopaedia,The Volga stretches 3531 km across western Russia,geography
The Yangtze is the longest river in Asia,en,True,encyclopaedia,The Yangtze River stretches 6300 km through China,geography
The Congo River is the deepest river in the world,en,True,encyclopaedia,The Congo River reaches depths of over 230 metres,geography
Lake Victoria is the largest lake in Africa,en,True,encyclopaedia,Lake Victoria covers 68870 square kilometres and borders three countries,geography
Indonesia is the world's largest archipelago nation,en,True,encyclopaedia,Indonesia consists of over 17000 islands,geography
Japan is an archipelago of over 6800 islands,en,True,encyclopaedia,"Japan's four main islands are Honshu, Hokkaido, Kyushu, and Shikoku",geography
The Strait of Gibraltar connects the Atlantic Ocean to the Mediterranean Sea,en,True,encyclopaedia,The Strait of Gibraltar is about 14 km wide at its narrowest point,geography
The Bosphorus Strait divides Istanbul between Europe and Asia,en,True,encyclopaedia,The Bosphorus connects the Black Sea to the Sea of Marmara,geography
Hawaii is a US state located in the Pacific Ocean,en,True,encyclopaedia,Hawaii became the 50th US state in 1959,geography
The Alps are the highest mountain range in Europe,en,True,encyclopaedia,The Alps stretch across eight European countries,geography
The Atacama Desert is the driest non-polar desert on Earth,en,True,encyclopaedia,The Atacama in South America receives less than 1 mm of rain per year on average,geography
Nigeria is the most populous country in Africa,en,True,encyclopaedia,Nigeria has a population of over 220 million people,geography
China is the most populous country in the world,en,True,encyclopaedia,China has a population of over 1.4 billion people,geography
India is the second most populous country in the world,en,True,encyclopaedia,India's population surpassed 1.4 billion and rivals China,geography
The Ganges is the most sacred river in Hinduism,en,True,encyclopaedia,The Ganges flows through northern India for about 2525 km,geography
The Mississippi River is the largest river system in North America,en,True,encyclopaedia,The Mississippi-Missouri system is about 5970 km long,geography
Iceland is one of the most volcanically active regions on Earth,en,True,encyclopaedia,Iceland sits on the Mid-Atlantic Ridge making it highly volcanic,geography
The Egyptian pyramids were built as tombs for pharaohs,en,True,encyclopaedia,The Great Pyramid of Giza was built for Pharaoh Khufu around 2560 BCE,history
The Great Wall of China was built to protect against invasions,en,True,encyclopaedia,Construction of the Great Wall began as early as the 7th century BCE,history
The Roman Empire was one of the largest empires in history,en,True,encyclopaedia,At its peak the Roman Empire covered about 5 million square kilometres,history
Julius Caesar was a Roman general and statesman,en,True,encyclopaedia,"Caesar was assassinated on the Ides of March, March 15, 44 BCE",history
"The ancient Olympics were held in Olympia, Greece",en,True,encyclopaedia,The ancient Olympic Games began in 776 BCE and were held every four years,history
The Silk Road was an ancient trade route connecting China to Europe,en,True,encyclopaedia,"The Silk Road facilitated trade in silk, spices, and ideas for over 1500 years",history
The Black Death killed about a third of Europe's population in the 14th century,en,True,encyclopaedia,The plague pandemic of 1347 to 1351 killed an estimated 75 to 200 million people,history
The printing press was invented by Johannes Gutenberg around 1440,en,True,encyclopaedia,Gutenberg's printing press revolutionised the spread of knowledge in Europe,history
The Renaissance was a cultural and intellectual movement in Europe,en,True,encyclopaedia,The Renaissance began in Italy in the 14th century and spread across Europe,history
Leonardo da Vinci was a Renaissance artist and polymath,en,True,encyclopaedia,Da Vinci painted the Mona Lisa and The Last Supper,history
Michelangelo painted the ceiling of the Sistine Chapel,en,True,encyclopaedia,Michelangelo painted the Sistine Chapel ceiling between 1508 and 1512,history
Christopher Columbus arrived in the Americas in 1492,en,True,encyclopaedia,Columbus landed in the Bahamas on October 12 1492 on his first voyage,history
The Mughal Empire ruled much of the Indian subcontinent,en,True,encyclopaedia,The Mughal Empire was founded by Babur in 1526 and lasted until 1857,history
The Taj Mahal was built by Mughal Emperor Shah Jahan,en,True,encyclopaedia,Shah Jahan built the Taj Mahal in Agra as a mausoleum for his wife Mumtaz Mahal,history
The Magna Carta was signed in 1215 in England,en,True,encyclopaedia,The Magna Carta was a charter limiting the power of the English king,history
The Byzantine Empire was the continuation of the Roman Empire in the East,en,True,encyclopaedia,The Byzantine Empire lasted from 330 CE until the fall of Constantinople in 1453,history
Genghis Khan founded the Mongol Empire in the 13th century,en,True,encyclopaedia,The Mongol Empire became the largest contiguous land empire in history,history
The Aztec Empire was a Mesoamerican civilisation in Mexico,en,True,encyclopaedia,The Aztec Empire was conquered by Spanish conquistador Hernán Cortés in 1521,history
The Inca Empire was the largest empire in pre-Columbian America,en,True,encyclopaedia,The Inca Empire stretched along the western coast of South America,history
The Crusades were a series of religious wars in the medieval period,en,True,encyclopaedia,The Crusades were launched by European Christians to reclaim the Holy Land,history
The Industrial Revolution began in Britain in the 18th century,en,True,encyclopaedia,The Industrial Revolution transformed manufacturing through steam power and machinery,history
The American Civil War was fought from 1861 to 1865,en,True,encyclopaedia,The Civil War was fought over slavery and states' rights in the United States,history
The Eiffel Tower was built in 1889 in Paris,en,True,encyclopaedia,The Eiffel Tower was constructed as the entrance arch for the 1889 World's Fair,history
The Titanic sank in the North Atlantic Ocean in 1912,en,True,encyclopaedia,The RMS Titanic sank on April 15 1912 after hitting an iceberg on its maiden voyage,history
World War I was triggered by the assassination of Archduke Franz Ferdinand,en,True,encyclopaedia,Franz Ferdinand was assassinated in Sarajevo on June 28 1914,history
The Russian Revolution occurred in 1917,en,True,encyclopaedia,The 1917 Russian Revolution overthrew the tsar and led to the founding of the Soviet Union,history
The Great Depression began with the Wall Street Crash of 1929,en,True,encyclopaedia,The stock market crash of October 1929 triggered the worst economic depression of the 20th century,history
Adolf Hitler and the Nazi Party rose to power in Germany in 1933,en,True,encyclopaedia,Hitler was appointed Chancellor of Germany on January 30 1933,history
The Holocaust was the genocide of six million Jews by Nazi Germany,en,True,encyclopaedia,The Holocaust was carried out systematically by the Nazi regime between 1941 and 1945,history
The atomic bombs were dropped on Hiroshima and Nagasaki in 1945,en,True,encyclopaedia,The US dropped atomic bombs on Hiroshima on August 6 and Nagasaki on August 9 1945,history
The United Nations was founded in 1945 after World War II,en,True,encyclopaedia,The UN was established on October 24 1945 to maintain international peace,history
The Korean War was fought from 1950 to 1953,en,True,encyclopaedia,The Korean War ended in an armistice with Korea remaining divided at the 38th parallel,history
The Vietnam War ended in 1975 with the fall of Saigon,en,True,encyclopaedia,North Vietnamese forces captured Saigon on April 30 1975,history
The Moon landing in 1969 was the first time humans set foot on the Moon,en,True,encyclopaedia,Neil Armstrong became the first human to walk on the Moon on July 20 1969,history
The Internet was developed from ARPANET in the late 20th century,en,True,encyclopaedia,"ARPANET, the precursor to the Internet, was launched in 1969",history
The fall of the Berlin Wall in 1989 marked the end of the Cold War,en,True,encyclopaedia,The Berlin Wall fell on November 9 1989 ending the division of Germany,history
The September 11 attacks occurred in the United States in 2001,en,True,encyclopaedia,Al-Qaeda carried out coordinated terrorist attacks on September 11 2001 killing nearly 3000 people,history
The COVID-19 pandemic began in late 2019,en,True,encyclopaedia,"COVID-19 was caused by the SARS-CoV-2 virus first identified in Wuhan, China",history
The first iPhone was released by Apple in 2007,en,True,encyclopaedia,Steve Jobs unveiled the first iPhone on January 9 2007,history
Nelson Mandela was released from prison in 1990 after 27 years,en,True,encyclopaedia,Mandela was imprisoned in 1964 and released on February 11 1990,history
The FIFA World Cup is held every four years,en,True,encyclopaedia,The FIFA World Cup is the most watched sporting event in the world,sports
Brazil has won the FIFA World Cup the most times,en,True,encyclopaedia,"Brazil has won the FIFA World Cup five times in 1958, 1962, 1970, 1994, and 2002",sports
The Olympic Games are held every four years,en,True,encyclopaedia,The modern Olympics were revived in Athens in 1896,sports
Cricket is the most popular sport in India,en,True,encyclopaedia,India has a massive cricket following and a strong national team,sports
Sachin Tendulkar is the highest run-scorer in international cricket,en,True,encyclopaedia,Tendulkar scored 15921 runs in Test cricket and 18426 runs in ODIs,sports
India won the Cricket World Cup in 1983 and 2011,en,True,encyclopaedia,India won under Kapil Dev in 1983 and under MS Dhoni in 2011,sports
The Ashes is a cricket series played between England and Australia,en,True,encyclopaedia,The Ashes has been contested since 1882 and is one of cricket's oldest rivalries,sports
Usain Bolt holds the world record for the 100 metres sprint,en,True,encyclopaedia,Bolt set the 100m world record of 9.58 seconds at the 2009 Berlin World Championships,sports
"Roger Federer, Rafael Nadal, and Novak Djokovic dominated tennis for two decades",en,True,encyclopaedia,"Federer, Nadal, and Djokovic have collectively won the majority of Grand Slam titles in the 21st century",sports
Rafael Nadal has won the most French Open titles,en,True,encyclopaedia,Nadal won the French Open 14 times making him the most successful player at Roland Garros,sports
The FIFA World Cup 2022 was held in Qatar,en,True,encyclopaedia,Qatar hosted the 2022 FIFA World Cup making it the first Middle Eastern country to do so,sports
Argentina won the FIFA World Cup 2022,en,True,encyclopaedia,Argentina defeated France in the 2022 World Cup final in a penalty shootout,sports
Lionel Messi has won the most Ballon d'Or awards,en,True,encyclopaedia,Messi has won eight Ballon d'Or awards as of 2023,sports
The Boston Marathon is one of the world's oldest annual marathons,en,True,encyclopaedia,The Boston Marathon has been held since 1897,sports
Muhammad Ali was known as The Greatest in boxing,en,True,encyclopaedia,Ali is widely regarded as the greatest heavyweight boxer of all time,sports
India has won eight Olympic gold medals in field hockey,en,True,encyclopaedia,India dominated Olympic field hockey from 1928 to 1980,sports
The Premier League is England's top professional football division,en,True,encyclopaedia,The Premier League was founded in 1992 and is one of the most watched sports leagues in the world,sports
The Super Bowl is the championship game of the NFL,en,True,encyclopaedia,The Super Bowl is the most watched television event in the United States each year,sports
The NBA is the premier professional basketball league in the world,en,True,encyclopaedia,The National Basketball Association was founded in 1946,sports
Michael Jordan is widely regarded as the greatest basketball player of all time,en,True,encyclopaedia,Jordan won six NBA championships with the Chicago Bulls,sports
The Tour de France is the world's most prestigious cycling race,en,True,encyclopaedia,The Tour de France has been held annually since 1903 covering approximately 3500 km,sports
The Wimbledon Championships is the oldest tennis tournament in the world,en,True,encyclopaedia,Wimbledon has been held at the All England Club since 1877,sports
The Indian Premier League is a professional T20 cricket league,en,True,encyclopaedia,The IPL was founded in 2008 by the Board of Control for Cricket in India,sports
Neeraj Chopra won India's first Olympic gold in athletics in 2020,en,True,encyclopaedia,Chopra won the javelin throw gold at the Tokyo 2020 Olympics,sports
Abhinav Bindra was India's first individual Olympic gold medalist,en,True,encyclopaedia,Bindra won the 10m air rifle gold at the 2008 Beijing Olympics,sports
The World Wide Web was invented by Tim Berners-Lee in 1989,en,True,encyclopaedia,Berners-Lee proposed the web as an information management system at CERN,technology
The first commercial smartphone was the IBM Simon released in 1994,en,True,encyclopaedia,The IBM Simon had a touchscreen and could send emails and faxes,technology
Google was founded in 1998 by Larry Page and Sergey Brin,en,True,encyclopaedia,Google was incorporated as a company on September 4 1998,technology
"Apple was founded in 1976 by Steve Jobs, Steve Wozniak, and Ronald Wayne",en,True,encyclopaedia,Apple was incorporated on January 3 1977,technology
Microsoft was founded in 1975 by Bill Gates and Paul Allen,en,True,encyclopaedia,"Microsoft was founded on April 4 1975 in Albuquerque, New Mexico",technology
Facebook was founded by Mark Zuckerberg in 2004,en,True,encyclopaedia,Facebook was launched from Harvard University on February 4 2004,technology
Amazon was founded by Jeff Bezos in 1994,en,True,encyclopaedia,Amazon was founded on July 5 1994 and originally sold books online,technology
The first commercial email was sent in 1971,en,True,encyclopaedia,Ray Tomlinson sent the first network email in 1971 using the @ symbol,technology
The transistor was invented in 1947 at Bell Labs,en,True,encyclopaedia,"The transistor was invented by John Bardeen, Walter Brattain, and William Shockley",technology
The first computer virus was created in 1971,en,True,encyclopaedia,The Creeper program is considered the first computer virus,technology
Artificial intelligence was coined as a term in 1956,en,True,encyclopaedia,John McCarthy coined the term artificial intelligence at the Dartmouth Conference in 1956,technology
GPS was originally developed for military use by the United States,en,True,encyclopaedia,The Global Positioning System became fully operational in 1995,technology
The first commercial television broadcast was in the 1920s,en,True,encyclopaedia,John Logie Baird demonstrated the first working television system in 1926,technology
The telephone was invented by Alexander Graham Bell in 1876,en,True,encyclopaedia,Bell made the first successful telephone call on March 10 1876,technology
The light bulb was invented by Thomas Edison in 1879,en,True,encyclopaedia,Edison demonstrated his incandescent light bulb on October 22 1879,technology
The Wright brothers made the first powered aeroplane flight in 1903,en,True,encyclopaedia,"Orville and Wilbur Wright flew at Kitty Hawk, North Carolina on December 17 1903",technology
The first electronic computer ENIAC was built in 1945,en,True,encyclopaedia,ENIAC was built at the University of Pennsylvania and weighed about 30 tonnes,technology
The Internet uses the TCP/IP protocol to transmit data,en,True,encyclopaedia,TCP/IP was developed in the 1970s and became the standard for internet communication,technology
Blockchain technology underpins cryptocurrencies like Bitcoin,en,True,encyclopaedia,Bitcoin was created in 2009 by the pseudonymous Satoshi Nakamoto,technology
Electric vehicles use rechargeable batteries as their primary power source,en,True,encyclopaedia,Modern electric vehicles use lithium-ion batteries for energy storage,technology
GDP stands for Gross Domestic Product,en,True,encyclopaedia,GDP measures the total monetary value of goods and services produced in a country,economics
The United States has the largest economy in the world by nominal GDP,en,True,encyclopaedia,The US GDP is over 25 trillion dollars making it the world's largest economy,economics
China has the second largest economy in the world by nominal GDP,en,True,encyclopaedia,China's GDP exceeded 17 trillion dollars as of 2022,economics
Inflation is the rate at which the general price level of goods rises,en,True,encyclopaedia,Inflation erodes purchasing power over time,economics
The stock market allows companies to raise capital by selling shares,en,True,encyclopaedia,Investors buy shares hoping to profit from company growth and dividends,economics
The World Bank and IMF were established at the Bretton Woods Conference in 1944,en,True,encyclopaedia,The Bretton Woods system created a framework for international monetary cooperation,economics
Interest rates set by central banks influence borrowing costs,en,True,encyclopaedia,When central banks raise interest rates borrowing becomes more expensive slowing inflation,economics
The New York Stock Exchange is the largest stock exchange in the world,en,True,encyclopaedia,The NYSE is located on Wall Street in New York City,economics
Bitcoin was the first decentralised cryptocurrency,en,True,encyclopaedia,Bitcoin was created in 2009 and operates without a central authority,economics
India's economy is the fifth largest in the world by nominal GDP,en,True,encyclopaedia,India's GDP surpassed that of the UK making it the fifth largest economy,economics
The Reserve Bank of India controls monetary policy in India,en,True,encyclopaedia,The RBI sets interest rates and regulates India's banking system,economics
Free trade agreements reduce tariffs between member countries,en,True,encyclopaedia,Free trade agreements aim to increase trade and economic cooperation,economics
Supply and demand determine prices in a free market economy,en,True,encyclopaedia,"When demand exceeds supply prices rise, and when supply exceeds demand prices fall",economics
The Great Depression was the worst global economic downturn of the 20th century,en,True,encyclopaedia,Unemployment in the US reached 25 percent during the Great Depression,economics
The 2008 financial crisis was triggered by the collapse of the US housing market,en,True,encyclopaedia,The 2008 crisis led to global recession and bank bailouts in many countries,economics
William Shakespeare is considered the greatest writer in the English language,en,True,encyclopaedia,Shakespeare wrote 37 plays and 154 sonnets between 1590 and 1613,culture
The Mona Lisa was painted by Leonardo da Vinci,en,True,encyclopaedia,The Mona Lisa is housed in the Louvre Museum in Paris,culture
"The Eiffel Tower is a landmark in Paris, France",en,True,encyclopaedia,The Eiffel Tower was designed by Gustave Eiffel and completed in 1889,culture
"The Colosseum is an ancient amphitheatre in Rome, Italy",en,True,encyclopaedia,The Colosseum was completed in 80 CE and could seat up to 80000 spectators,culture
Rabindranath Tagore was the first non-European to win the Nobel Prize in Literature,en,True,encyclopaedia,Tagore won the Nobel Prize in Literature in 1913 for Gitanjali,culture
The Ramayana and Mahabharata are ancient Indian epics,en,True,encyclopaedia,The Ramayana was composed by Valmiki and the Mahabharata by Vyasa,culture
The Bhagavad Gita is a sacred Hindu scripture,en,True,encyclopaedia,The Bhagavad Gita is part of the Mahabharata and contains a dialogue between Krishna and Arjuna,culture
Yoga originated in ancient India,en,True,encyclopaedia,Yoga has been practised in India for over 5000 years,culture
The Louvre in Paris is the world's most visited art museum,en,True,encyclopaedia,The Louvre receives about 9 million visitors per year,culture
The Taj Mahal is a UNESCO World Heritage Site in India,en,True,encyclopaedia,The Taj Mahal in Agra was built between 1632 and 1653,culture
Bollywood is the Hindi-language film industry based in Mumbai,en,True,encyclopaedia,Bollywood is one of the largest film industries in the world by number of films produced,culture
The Bible is the most widely distributed book in the world,en,True,encyclopaedia,The Bible has been translated into over 700 languages,culture
Homer is the ancient Greek poet credited with writing the Iliad and the Odyssey,en,True,encyclopaedia,The Iliad and the Odyssey are foundational works of ancient Greek literature,culture
The Harry Potter series was written by J K Rowling,en,True,encyclopaedia,The first Harry Potter book was published in 1997 and the series has sold over 500 million copies,culture
Jazz music originated in New Orleans in the early 20th century,en,True,encyclopaedia,Jazz blends African American musical traditions with European harmonic structures,culture
The Beatles were one of the most influential bands in music history,en,True,encyclopaedia,The Beatles from Liverpool became globally famous in the 1960s,culture
Diwali is the Hindu festival of lights,en,True,encyclopaedia,"Diwali is celebrated by Hindus, Sikhs, and Jains and symbolises the triumph of light over darkness",culture
Eid al-Fitr marks the end of Ramadan in Islam,en,True,encyclopaedia,Eid al-Fitr is celebrated by Muslims worldwide after a month of fasting,culture
Christmas is celebrated on December 25 by Christians worldwide,en,True,encyclopaedia,Christmas commemorates the birth of Jesus Christ,culture
"The Olympic motto is Faster, Higher, Stronger",en,True,encyclopaedia,The Olympic motto Citius Altius Fortius was adopted by the IOC in 1894,culture
"The human body has four blood types: A, B, AB, and O",en,True,encyclopaedia,The ABO blood group system was discovered by Karl Landsteiner in 1901,health
Diabetes is a condition where the body cannot properly regulate blood sugar,en,True,encyclopaedia,Type 1 diabetes involves no insulin production; Type 2 involves insulin resistance,health
Hypertension is another name for high blood pressure,en,True,encyclopaedia,Hypertension is a major risk factor for heart disease and stroke,health
The human brain has about 86 billion neurons,en,True,encyclopaedia,Neurons transmit electrical signals forming the basis of thought and movement,health
Malaria is caused by a parasite transmitted by Anopheles mosquitoes,en,True,encyclopaedia,Malaria kills hundreds of thousands of people every year mostly in sub-Saharan Africa,health
Tuberculosis is a bacterial infection that mainly affects the lungs,en,True,encyclopaedia,TB is caused by Mycobacterium tuberculosis and is one of the leading infectious killers globally,health
HIV attacks the immune system and can lead to AIDS,en,True,encyclopaedia,HIV stands for Human Immunodeficiency Virus and AIDS for Acquired Immunodeficiency Syndrome,health
Cancer is caused by uncontrolled cell division,en,True,encyclopaedia,There are over 100 types of cancer affecting different parts of the body,health
The WHO declared COVID-19 a pandemic in March 2020,en,True,encyclopaedia,The COVID-19 pandemic caused by SARS-CoV-2 led to millions of deaths worldwide,health
Vaccines have eradicated smallpox globally,en,True,encyclopaedia,Smallpox was declared eradicated by the WHO in 1980 after a global vaccination campaign,health
Penicillin was the world's first antibiotic,en,True,encyclopaedia,Penicillin discovered by Fleming in 1928 revolutionised treatment of bacterial infections,health
